model_dir,display_name,augmentation,fold_index,fold_name,run_dir,stage,exit_code,status,log_path,timestamp_start,timestamp_end
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,train,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-16T00:34:15Z,2026-05-17T00:11:33Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,infer_clean,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-17T00:11:33Z,2026-05-17T00:17:23Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,eval_clean,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-17T00:17:23Z,2026-05-17T00:17:44Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,infer_augmented,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-17T00:17:44Z,2026-05-17T00:23:32Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,eval_augmented,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-17T00:23:32Z,2026-05-17T00:23:54Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,charts,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-17T00:23:54Z,2026-05-17T00:23:55Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,dice_comparison,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-17T00:23:55Z,2026-05-17T00:23:55Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,plot_training,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260516_023415.log,2026-05-17T00:23:55Z,2026-05-17T00:23:56Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,train,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T00:23:56Z,2026-05-17T13:20:14Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,infer_clean,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T13:20:14Z,2026-05-17T13:26:03Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,eval_clean,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T13:26:03Z,2026-05-17T13:26:25Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,infer_augmented,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T13:26:25Z,2026-05-17T13:32:13Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,eval_augmented,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T13:32:13Z,2026-05-17T13:32:35Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,charts,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T13:32:35Z,2026-05-17T13:32:36Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,dice_comparison,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T13:32:36Z,2026-05-17T13:32:37Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,plot_training,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260517_022356.log,2026-05-17T13:32:37Z,2026-05-17T13:32:38Z
